NAV_PERMS,FA Manager 3,Clean_NAV,TO_CHAR(A.PORTAL_NAVPATH),ITEMLABEL,Unnamed: 2,Menu,Menubar,MENUITEM2,Page,Display only,Actions,7,OBJECTOWNERID,XLATLONGNAME,XLATSHORTNAME,COMPONENT,PNLNAME,PORTAL_OBJNAME
Main Menu>Student Admissions>Applicant Summaries>Education Summary:0:Update/Display,x,Main Menu>Student Admissions>Applicant Summaries>Education Summary,Main Menu>Student Admissions>Applicant Summaries>Education Summary,External &Subject Summary,,EVALUATE_APPLICANTS,INQUIRE,EDUCATION_SUMMARY,EXTERNAL_SUBJECT_SUMMARY,0,2,2,SAD,Recruiting and Admissions,Admissions,EDUC_SUMMARY_ADMM,EXT_SUBJ_SUMMARY,HC_EDUC_SUMMARY_ADMM_GBL
Main Menu>Student Admissions>Applicant Summaries>General Materials Summary:0:Update/Display,x,Main Menu>Student Admissions>Applicant Summaries>General Materials Summary,Main Menu>Student Admissions>Applicant Summaries>General Materials Summary,&General Materials Summary,,EVALUATE_APPLICANTS,INQUIRE,GENERAL_MATERIAL_SUMMARY,GENERAL_MATERIAL_SUMMARY,0,2,2,SAD,Recruiting and Admissions,Admissions,GENL_MATL_SUM_ADMM,GENL_MATL_SUMMARY,HC_GENL_MATL_SUM_ADMM_GBL
Main Menu>Student Admissions>Application Entry>Academic Information>Education:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Co&urses and Degrees,,PROCESS_APPLICATIONS,USE,EDUCATION,SAD_EXT_EDUCATION2,0,2,2,SAD,Recruiting and Admissions,Admissions,ACAD_HISTORY_ADMA,SAD_EXT_EDUCATION2,HC_ACAD_HISTORY_ADMA_GBL
Main Menu>Student Admissions>Application Entry>Academic Information>Education:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Main Menu>Student Admissions>Application Entry>Academic Information>Education,E&xternal Education,,PROCESS_APPLICATIONS,USE,EDUCATION,SAD_EXT_EDUCATION,0,2,2,SAD,Recruiting and Admissions,Admissions,ACAD_HISTORY_ADMA,SAD_EXT_EDUCATION,HC_ACAD_HISTORY_ADMA_GBL
Main Menu>Student Admissions>Application Entry>Academic Information>Education:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Re&gional,,PROCESS_APPLICATIONS,USE,EDUCATION,SAD_EXT_EDUC_REG,0,2,2,SAD,Recruiting and Admissions,Admissions,ACAD_HISTORY_ADMA,SAD_EXT_EDUC_REG,HC_ACAD_HISTORY_ADMA_GBL
Main Menu>Student Admissions>Application Entry>Academic Information>Education:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Main Menu>Student Admissions>Application Entry>Academic Information>Education,Self Reported Cou&rses,,PROCESS_APPLICATIONS,USE,EDUCATION,SAD_EXT_EDUC_TRCR,0,2,2,SAD,Recruiting and Admissions,Admissions,ACAD_HISTORY_ADMA,SAD_EXT_EDUC_TRCR,HC_ACAD_HISTORY_ADMA_GBL
Main Menu>Student Admissions>Application Entry>Personal Information>Electronic Addresses:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Personal Information>Electronic Addresses,Main Menu>Student Admissions>Application Entry>Personal Information>Electronic Addresses,Electronic Addresses,,PROCESS_APPLICATIONS,USE,ELECTRONIC_ADDRESSES,E_ADDR_PERS,0,2,2,SAD,Recruiting and Admissions,Admissions,E_MAIL_ADDR_PERS,E_ADDR_PERS,HC_E_MAIL_ADDRESSES_GBL
Main Menu>Student Admissions>Application Entry>Personal Information>Languages:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Personal Information>Languages,Main Menu>Student Admissions>Application Entry>Personal Information>Languages,Languages,,PROCESS_APPLICATIONS,USE,SCC_LANGUAGES_PERS,SCC_LANGUAGES,0,2,2,SHR,SA-Human Resources,SA-Hum Res,SCC_LANGUAGES_PERS,SCC_LANGUAGES,HC_LANGUAGES_PERS_GBL3
Main Menu>Student Admissions>Application Entry>Academic Information>Test Results:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Academic Information>Test Results,Main Menu>Student Admissions>Application Entry>Academic Information>Test Results,Test Resu&lts,,PROCESS_APPLICATIONS,USE,TEST_RESULTS,TEST_RESULTS,0,2,2,SAD,Recruiting and Admissions,Admissions,ACAD_TST_RSLT_ADMA,STDNT_TEST_SCORE,HC_ACAD_TST_RSLT_ADMA_GBL
Main Menu>Student Admissions>Application Entry>Relationships>Work Experience:1:Update/Display,x,Main Menu>Student Admissions>Application Entry>Relationships>Work Experience,Main Menu>Student Admissions>Application Entry>Relationships>Work Experience,&Work Experience,,PROCESS_APPLICATIONS,USE,WORK_EXPERIENCE,WORK_EXPERIENCE,0,2,2,SAD,Recruiting and Admissions,Admissions,WRK_EXPRNCE_ADMA,PRIOR_WORK_EXP_SA,HC_WRK_EXPRNCE_ADMA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Exam Code Table:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Exam Code Table,Main Menu>Curriculum Management>Schedule of Classes>Exam Code Table,Exam &Code,,DEFINE_STUDENT_RECORDS,SETUP,EXAM_CODE,EXAM_CODE,0,2,2,SSR,Student Records,Records,EXAM_CODE,EXAM_CODE,HC_EXAM_CODE_GBL
Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Class Detail Options,,DEFINE_STUDENT_RECORDS,SETUP,SSR_CLSRCH_CONFIG,SSR_CLSDTL_CONFIG,0,3,3,SSR,Student Records,Records,SSR_CLSRCH_CONFIG,SSR_CLSDTL_CONFIG,HC_SSR_CLSRCH_CONFIG_GBL
Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Class Result Options,,DEFINE_STUDENT_RECORDS,SETUP,SSR_CLSRCH_CONFIG,SSR_CLSRSLT_CONFIG,0,3,3,SSR,Student Records,Records,SSR_CLSRCH_CONFIG,SSR_CLSRSLT_CONFIG,HC_SSR_CLSRCH_CONFIG_GBL
Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Main Menu>Set Up SACR>Product Related>Student Records>Curriculum Management>Class Search Configuration,Search Configuration,,DEFINE_STUDENT_RECORDS,SETUP,SSR_CLSRCH_CONFIG,SSR_CLSRCH_CONFIG,0,3,3,SSR,Student Records,Records,SSR_CLSRCH_CONFIG,SSR_CLSRCH_CONFIG,HC_SSR_CLSRCH_CONFIG_GBL
Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Class &Associations,,ESTABLISH_COURSES,USE,CLASS_ASSOCIATIONS,CLASS_ASSOCIATIONS,0,2,2,SSR,Student Records,Records,CLASS_ASSOC,CLASS_ASSOC,HC_CLASS_ASSOC_GBL
Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Class &Components,,ESTABLISH_COURSES,USE,CLASS_ASSOCIATIONS,CLASS_ASSOC_CMPNT,0,2,2,SSR,Student Records,Records,CLASS_ASSOC,CLASS_ASSOC_CMPNT,HC_CLASS_ASSOC_GBL
Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Class &Requisites,,ESTABLISH_COURSES,USE,CLASS_ASSOCIATIONS,CLASS_ASSOCIATION_REQUISITES,0,2,2,SSR,Student Records,Records,CLASS_ASSOC,CLASS_ASSOC_RQS,HC_CLASS_ASSOC_GBL
Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Main Menu>Curriculum Management>Schedule of Classes>Adjust Class Associations,Rqs Cat Wrk,,ESTABLISH_COURSES,USE,CLASS_ASSOCIATIONS,RQS_CAT_WRK,0,2,2,SSR,Student Records,Records,CLASS_ASSOC,RQS_CAT_WRK,HC_CLASS_ASSOC_GBL
Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class,Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class,Class &Control,,ESTABLISH_COURSES,USE,CLASS_SECTIONS,CLASS_CONTROL,0,2,2,SSR,Student Records,Records,CLASS_CONTROL,CLASS_CONTROL,HC_CLASS_CONTROL_GBL
Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class,Main Menu>Curriculum Management>Schedule of Classes>Update Sections of a Class,Class C&ontrol Wrk,,ESTABLISH_COURSES,USE,CLASS_SECTIONS,CLASS_CONTROL_WRK,0,2,2,SSR,Student Records,Records,CLASS_CONTROL,CLASS_CONTROL_WRK,HC_CLASS_CONTROL_GBL
Main Menu>Curriculum Management>Schedule of Classes>Class Event Table:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Class Event Table,Main Menu>Curriculum Management>Schedule of Classes>Class Event Table,Class E&vent Table,,ESTABLISH_COURSES,USE,COURSE_EVENT_TABLE,COURSE_EVENT_TABLE,0,2,2,SSR,Student Records,Records,EVENT,COURSE_EVENT,HC_EVENT_GBL
Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates:1:Update/Display,x,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,&Class Meeting Pattern,,ESTABLISH_COURSES,USE,DYNAMIC_CLASS_DATES,DYN_CLASS_MTG_PAT,0,2,2,SSR,Student Records,Records,DYN_CLASS_DATA,DYN_CLASS_MTG_PAT,HC_DYN_CLASS_DATA_GBL
Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates:1:Update/Display,x,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,&Dynamic Class Data 1,,ESTABLISH_COURSES,USE,DYNAMIC_CLASS_DATES,DYN_CLASS_DATA1,0,2,2,SSR,Student Records,Records,DYN_CLASS_DATA,DYN_CLASS_DATA1,HC_DYN_CLASS_DATA_GBL
Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates:1:Update/Display,x,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,Main Menu>Curriculum Management>Dynamic Dates>Class Section Dynamic Dates,Messages,,ESTABLISH_COURSES,USE,DYNAMIC_CLASS_DATES,DYN_CLASS_DATA_MSG,0,2,2,SSR,Student Records,Records,DYN_CLASS_DATA,DYN_CLASS_DATA_MSG,HC_DYN_CLASS_DATA_GBL
Main Menu>Curriculum Management>Instructor/Advisor Information>Instructor Schedule:1:Update/Display,x,Main Menu>Curriculum Management>Instructor/Advisor Information>Instructor Schedule,Main Menu>Curriculum Management>Instructor/Advisor Information>Instructor Schedule,Instructor &Class,,ESTABLISH_COURSES,USE,INSTRUCTOR_SCHEDULE,INSTR_CLASS,0,2,2,SSR,Student Records,Records,INSTR_CLASS,INSTR_CLASS,HC_INSTR_CLASS_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,&Enrollment Control,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_ENRL_CN_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_ENRL_CN_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class &Notes,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_NOTES_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_NOTES_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Attr Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_ATTR_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_ATTR_WRK,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class E&xam,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_EXAM_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_EXAM_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class GL Interface,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_TBL_GL_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_TBL_GL_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Meeting &Pattern/Instr,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_MTG_PAT_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_MTG_PAT_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Meeting Pattern &Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_M_P_WRK_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_M_P_WRK_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Re&serve Capacity,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_RSRV_CP_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_RSRV_CP_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Schedule &Entry,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_ENTRY_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_ENTRY_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Class Tbl Gl Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,CLASS_TBL_G_W_SCTN,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,CLASS_TBL_G_W_SCTN,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Main Menu>Curriculum Management>Schedule of Classes>Schedule Class Meetings,Workload Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_CLASS_MTG,WORKLOAD_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA_SCTN,WORKLOAD_WRK,HC_CLASS_DATA_SCTN_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,&Enrollment Control,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_ENROLLMENT_CONTROL,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_ENRL_CNTL,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,&GL Interface,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_TBL_GL,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_TBL_GL,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class &Notes,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_NOTES,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_NOTES,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Attr Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_ATTR_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_ATTR_WRK,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class E&xam,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_EXAM,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_EXAM,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Lms Setup,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_LMS_SETUP,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_LMS_SETUP,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Meeting &Pattern/Instr,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_MEETING_PATTERN/INSTR,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_MTG_PATTERN,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Meeting Pattern &Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_MEETING_PATTERN_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_MTG_PAT_WRK,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Re&serve Capacity,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_RESERVE_CAPACITY,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_RSRV_CAP,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Schedule &Entry,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_SCHEDULE_ENTRY,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_ENTRY,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Tbl Gl Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,CLASS_TBL_GL_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA,CLASS_TBL_GL_WRK,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Class Textbook,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,SSR_CLASS_TEXTBOOK,0,2,2,SSR,Student Records,Records,CLASS_DATA,SSR_CLASS_TEXTBOOK,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes:1:Update/Display,x,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Main Menu>Curriculum Management>Schedule of Classes>Maintain Schedule of Classes,Workload Wrk,,ESTABLISH_COURSES,USE,SCHEDULE_OF_CLASSES,WORKLOAD_WRK,0,2,2,SSR,Student Records,Records,CLASS_DATA,WORKLOAD_WRK,HC_CLASS_DATA_GBL
Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections:1:Update/Display,x,Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections,Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections,Sections &Combined,,ESTABLISH_COURSES,USE,SECTIONS_COMBINED,SECTIONS_COMBINED,0,2,2,SSR,Student Records,Records,SCTN_CMBND,SCTN_CMBND,HC_SCTN_CMBND_GBL
Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections:1:Update/Display,x,Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections,Main Menu>Curriculum Management>Combined Sections>Identify Combined Sections,Workload Wrk,,ESTABLISH_COURSES,USE,SECTIONS_COMBINED,WORKLOAD_WRK,0,2,2,SSR,Student Records,Records,SCTN_CMBND,WORKLOAD_WRK,HC_SCTN_CMBND_GBL
Main Menu>Curriculum Management>Combined Sections>Combined Sections Table:1:Update/Display,x,Main Menu>Curriculum Management>Combined Sections>Combined Sections Table,Main Menu>Curriculum Management>Combined Sections>Combined Sections Table,Sections &Combined Table,,ESTABLISH_COURSES,USE,SECTIONS_COMBINED_TABLE,SECTIONS_COMBINED_TABLE,0,2,2,SSR,Student Records,Records,SCTN_CMBND_TBL,SCTN_CMBND_TBL,HC_SCTN_CMBND_TBL_GBL
Main Menu>Curriculum Management>Course Catalog>Select Course Offering:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Planner Work,,ESTABLISH_COURSES,CATALOG,SSS_BCC_SEL_CRSE,SSS_MYPLANNER_WRK2,0,2,2,SSR,Student Records,Records,SSS_BCC_SEL_CRSE,SSS_MYPLANNER_WRK2,HC_SSS_BCC_SEL_CRSE_GBL4
Main Menu>Curriculum Management>Course Catalog>Select Course Offering:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Select Course,,ESTABLISH_COURSES,CATALOG,SSS_BCC_SEL_CRSE,SSS_BCC_SEL_CRSE,0,2,2,SSR,Student Records,Records,SSS_BCC_SEL_CRSE,SSS_BCC_SEL_CRSE,HC_SSS_BCC_SEL_CRSE_GBL4
Main Menu>Curriculum Management>Course Catalog>Select Course Offering:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Main Menu>Curriculum Management>Course Catalog>Select Course Offering,Work Page,,ESTABLISH_COURSES,CATALOG,SSS_BCC_SEL_CRSE,SSS_BCC_WRK2,0,2,2,SSR,Student Records,Records,SSS_BCC_SEL_CRSE,SSS_BCC_WRK2,HC_SSS_BCC_SEL_CRSE_GBL4
Main Menu>Curriculum Management>Course Catalog>Browse Catalog:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Browse Catalog,Main Menu>Curriculum Management>Course Catalog>Browse Catalog,Browse Catalog,,ESTABLISH_COURSES,CATALOG,SSS_BROWSE_CATLG,SSS_BROWSE_CATLG,0,2,2,SSR,Student Records,Records,SSS_BROWSE_CATLG,SSS_BROWSE_CATLG,HC_SSS_BROWSE_CATLG_GBL3
Main Menu>Curriculum Management>Course Catalog>Browse Catalog:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Browse Catalog,Main Menu>Curriculum Management>Course Catalog>Browse Catalog,Work Page,,ESTABLISH_COURSES,CATALOG,SSS_BROWSE_CATLG,SSS_BCC_WRK2,0,2,2,SSR,Student Records,Records,SSS_BROWSE_CATLG,SSS_BCC_WRK2,HC_SSS_BROWSE_CATLG_GBL3
Main Menu>Curriculum Management>Course Catalog>Course Details:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Course Details,Main Menu>Curriculum Management>Course Catalog>Course Details,Course Details,,ESTABLISH_COURSES,CATALOG,SSS_CRSE_OFFER_DTL,SSS_CRSE_OFFER_DTL,0,2,2,SSR,Student Records,Records,SSS_CRSE_OFFER_DTL,SSS_CRSE_OFFER_DTL,HC_SSS_CRSE_OFFER_DTL_GBL7
Main Menu>Curriculum Management>Course Catalog>Course Details:0:Update/Display,x,Main Menu>Curriculum Management>Course Catalog>Course Details,Main Menu>Curriculum Management>Course Catalog>Course Details,Planner Work,,ESTABLISH_COURSES,CATALOG,SSS_CRSE_OFFER_DTL,SSS_MYPLANNER_WRK2,0,2,2,SSR,Student Records,Records,SSS_CRSE_OFFER_DTL,SSS_MYPLANNER_WRK2,HC_SSS_CRSE_OFFER_DTL_GBL7
