NAV_PERMS,FA Manager 3,Clean_NAV,TO_CHAR(A.PORTAL_NAVPATH),ITEMLABEL,Unnamed: 2,Menu,Menubar,MENUITEM2,Page,Display only,Actions,7,OBJECTOWNERID,XLATLONGNAME,XLATSHORTNAME,COMPONENT,PNLNAME,PORTAL_OBJNAME
Main Menu>Financial Aid>Awards>Award Processing>Identify Education Resources:0:Update/Display,x,Main Menu>Financial Aid>Awards>Award Processing>Identify Education Resources,Main Menu>Financial Aid>Awards>Award Processing>Identify Education Resources,Student's Veteran Benefits,,PACKAGE_AID,USE,STDNT_AWD_PER_RSRC,STDNT_AWD_PER_RSRC,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_AWD_PER_RSRC,STDNT_AWD_PER_RSRC,HC_STDNT_AWD_PER_RSRC_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Override Loan Status:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Override Loan Status,Main Menu>Financial Aid>Loans>Commonline Management>Override Loan Status,CommonLine Loan Orig Trans,,PROCESS_LOANS,USE,LOAN_ORIG_TRANS,LOAN_ORIG_TRANS,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG_TRANS,LOAN_ORIG_TRANS,HC_LOAN_ORIG_TRANS_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Chg &Request,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_DL_DMO_CHG,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_DL_DMO_CHG,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Chg &Transmit,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_DL_FIN_CHG,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_DL_FIN_CHG,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Orig &CommonLine,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIG_CL4,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_CL4,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Orig Edit &Errors,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIG_ERRORS,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_ERRORS,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Orig Status,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIG_STAT,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_STAT,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Orig Work,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIG_WORK,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_WORK,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Origination &1,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIGINATION1,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Origination &2,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIGINATION2,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_DEMO,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>Financial Aid History>View Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Main Menu>Financial Aid>Financial Aid History>View Originated Loans,Loan Origination &3,,PROCESS_LOANS,USE,ORIGINATE_LOAN,LOAN_ORIGINATION3,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_ORIG,LOAN_ORIG_FIN,HC_LOAN_ORIG_GBL
Main Menu>Financial Aid>File Management>Loan Counseling>Manage COD Counseling Suspense:0:Update/Display,x,Main Menu>Financial Aid>File Management>Loan Counseling>Manage COD Counseling Suspense,Main Menu>Financial Aid>File Management>Loan Counseling>Manage COD Counseling Suspense,Manage COD Counseling Suspense,,PROCESS_LOANS,USE,SFA_CNSL_UPD_SUSP,SFA_CNSL_UPD_SUSP,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_CNSL_UPD_SUSP,SFA_CNSL_UPD_SUSP,HC_SFA_CNSL_UPD_SUSP_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan &Validation,,PROCESS_LOANS,USE,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_ER,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_ER,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan Orig &Status,,PROCESS_LOANS,USE,SFA_CRC_ORIG,SFA_CRC_ORIG_STAT,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,SFA_CRC_ORIG_STAT,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan Orig Work,,PROCESS_LOANS,USE,SFA_CRC_ORIG,LOAN_ORIG_WORK,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,LOAN_ORIG_WORK,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan Origination &1,,PROCESS_LOANS,USE,SFA_CRC_ORIG,SFA_CRC_LOAN_ORIG,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,SFA_CRC_LOAN_ORIG,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan Origination &2,,PROCESS_LOANS,USE,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_FN,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_FN,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Main Menu>Financial Aid>Loans>Commonline Management>Maintain Originated Loans,Loan Origination &3,,PROCESS_LOANS,USE,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_CL,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_ORIG,SFA_CRC_LN_ORIG_CL,HC_SFA_CRC_ORIG_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes,Loan Relation (Ref/Cosign),,PROCESS_LOANS,USE,SFA_CRC_PNOTE_ALT,SFA_CRC_PN_RELATN,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_CRC_PNOTE_ALT,SFA_CRC_PN_RELATN,HC_SFA_CRC_PNOTE_ALT_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>Enter ALT Loan Prom Notes,Promissory Note Alt,,PROCESS_LOANS,USE,SFA_CRC_PNOTE_ALT,SFA_CRC_PNOTE_ALT,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_CRC_PNOTE_ALT,SFA_CRC_PNOTE_ALT,HC_SFA_CRC_PNOTE_ALT_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes,Loan Relation (Ref/Cosign),,PROCESS_LOANS,USE,SFA_CRC_PNOTE_PLUS,SFA_CRC_PN_RELATN,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_PNOTE_PLUS,SFA_CRC_PN_RELATN,HC_SFA_CRC_PNOTE_PLUS_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>Enter PLUS Prom Notes,Promissory Note Plus,,PROCESS_LOANS,USE,SFA_CRC_PNOTE_PLUS,SFA_CRC_PNOTE_PLUS,0,2,2,SFA,Financial Aid,Fin Aid,SFA_CRC_PNOTE_PLUS,SFA_CRC_PNOTE_PLUS,HC_SFA_CRC_PNOTE_PLUS_GBL
Main Menu>Financial Aid>Loans>Commonline Management>Enter Stafford Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>Enter Stafford Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>Enter Stafford Prom Notes,CRC Promissory Note Staff,,PROCESS_LOANS,USE,SFA_CRC_PNOTE_STAF,SFA_CRC_PNOTE_STAF,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_CRC_PNOTE_STAF,SFA_CRC_PNOTE_STAF,HC_SFA_CRC_PNOTE_STAF_GBL
Main Menu>Financial Aid>File Management>Loan Counseling>Manage Exit Counsel Suspense:0:Update/Display,x,Main Menu>Financial Aid>File Management>Loan Counseling>Manage Exit Counsel Suspense,Main Menu>Financial Aid>File Management>Loan Counseling>Manage Exit Counsel Suspense,Manage Exit Counsel'g Suspense,,PROCESS_LOANS,USE,SFA_EXIT_CNSL_SUSP,SFA_EXIT_CNSL_SUSP,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_EXIT_CNSL_SUSP,SFA_EXIT_CNSL_SUSP,HC_SFA_EXIT_CNSL_SUSP_GBL
Main Menu>Financial Aid>Loans>View Lender Selection:0:Update/Display,x,Main Menu>Financial Aid>Loans>View Lender Selection,Main Menu>Financial Aid>Loans>View Lender Selection,Lender Select View,,PROCESS_LOANS,USE,SFA_LNDR_SEL_VIEW,SFA_LNDR_SEL_VIEW,0,2,2,SFAL,FA-Loans,FA-Loans,SFA_LNDR_SEL_VIEW,SFA_LNDR_SEL_VIEW,HC_SFA_LNDR_SEL_VIEW_GBL
Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes,CommonLine Pnote,,PROCESS_LOANS,USE,CL_PNOTE,LN_CL_PNOTE,0,2,2,SFA,Financial Aid,Fin Aid,LN_CL_PNOTE,LN_CL_PNOTE,HC_LN_CL_PNOTE_GBL
Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 PLUS/Alt Prom Notes,Loan Relation (Ref/Cosign),,PROCESS_LOANS,USE,CL_PNOTE,LN_CL_PN_RELATN,0,2,2,SFA,Financial Aid,Fin Aid,LN_CL_PNOTE,LN_CL_PN_RELATN,HC_LN_CL_PNOTE_GBL
Main Menu>Financial Aid>Loans>Commonline Management>View CL4 Stafford Prom Notes:0:Update/Display,x,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 Stafford Prom Notes,Main Menu>Financial Aid>Loans>Commonline Management>View CL4 Stafford Prom Notes,CommonLine PNote - Stafford,,PROCESS_LOANS,USE,LN_CL_PNOTE_STAF,LN_CL_PNOTE_STAF,0,2,2,SFA,Financial Aid,Fin Aid,LN_CL_PNOTE_STAF,LN_CL_PNOTE_STAF,HC_LN_CL_PNOTE_STAF_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Hold/Suspend Change Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Hold/Suspend Change Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Hold/Suspend Change Data,Hold/Suspend Change Data,,PROCESS_LOANS,USE,LN_DL_EMPL_PARM,LN_DL_EMPL_PARM,0,2,2,SFA,Financial Aid,Fin Aid,LN_DL_EMPL_PARM,LN_DL_EMPL_PARM,HC_LN_DL_EMPL_PARM_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Review Promissory Note Actions:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Review Promissory Note Actions,Main Menu>Financial Aid>Loans>Direct Lending Management>Review Promissory Note Actions,Direct Loan PNote,,PROCESS_LOANS,USE,LN_DL_PNOTE,LN_DL_PNOTE,0,2,2,SFA,Financial Aid,Fin Aid,LN_DL_PNOTE,LN_DL_PNOTE,HC_LN_DL_PNOTE_GBL
Main Menu>Financial Aid>Loans>View Promissory Note:0:Update/Display,x,Main Menu>Financial Aid>Loans>View Promissory Note,Main Menu>Financial Aid>Loans>View Promissory Note,Loan &Promissory Note,,PROCESS_LOANS,USE,LN_INST_PNOTE,LOAN_ORIG_PNOTE,0,2,2,SFA,Financial Aid,Fin Aid,LN_INST_PNOTE,LOAN_ORIG_PNOTE,HC_LN_INST_PNOTE_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Processing Status:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Processing Status,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Processing Status,Direct Loan Override,,PROCESS_LOANS,USE,LN_ORIG_OVRD,LOAN_ORIG_ACK_DL01,0,2,2,SFA,Financial Aid,Fin Aid,LN_ORIG_ACK_DL,LOAN_ORIG_ACK_DL01,HC_LN_ORIG_ACK_DL_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,&Informed Borrower Override,,PROCESS_LOANS,USE,LOAN_DEMO,SFA_LN_IBT_OVRD,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,SFA_LN_IBT_OVRD,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &Address,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_ADDRESS,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_ADDRESS,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &Demo Ovrd,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_DMO_OVRD_DL,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_DMO_OVRD_DL,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &Email,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_EMAIL,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_EMAIL,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &Name,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_NAME,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_NAME,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &Phone,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_PHONE,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_PHONE,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan &SULA,,PROCESS_LOANS,USE,LOAN_DEMO,SFA_DL_SULA_OVRD,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,SFA_DL_SULA_OVRD,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Direct Loan Orig Work 00/01,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_ORIG_WORK,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_ORIG_WORK,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data:0:Update/Display,x,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,Main Menu>Financial Aid>Loans>Direct Lending Management>Override Loan Application Data,PLUS &Credit Override,,PROCESS_LOANS,USE,LOAN_DEMO,LOAN_ORIG_ELG_DL01,0,2,2,SFA,Financial Aid,Fin Aid,LOAN_DEMO,LOAN_ORIG_ELG_DL01,HC_LOAN_DEMO_GBL
Main Menu>Financial Aid>File Management>Commonline Loans>Review CL 4 File Transactions:0:Update/Display,x,Main Menu>Financial Aid>File Management>Commonline Loans>Review CL 4 File Transactions,Main Menu>Financial Aid>File Management>Commonline Loans>Review CL 4 File Transactions,EC Queue Review,,PROCESS_LOANS,USE,LOAN_ECQUEUE,FA_LN_EDI_ECQUEUE,0,2,2,SFA,Financial Aid,Fin Aid,FA_LN_EDI_ECQUEUE,FA_LN_EDI_ECQUEUE,HC_FA_LN_EDI_ECQUEUE_GBL
